id,session_id,raw_text,predicted_intent,text_hash,cleaned_text
734,trend_user_733,nhóm mình 13 người lớn 4 trẻ em đi Trị An thì phụ thu sao,search_travel,d68c7ad2c9dd5b934bc2b826e77a3b89,nhóm mình 13 người lớn 4 trẻ em đi Trị An thì phụ thu sao
739,trend_user_738,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 2 người,search_price,37d463f65ce4266fd2c8f5e0666cde0c,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 2 người
740,trend_user_739,nhóm mình 13 người lớn 4 trẻ em đi Tà Xùa thì phụ thu sao,search_travel,57c8a5dec104a1504bf7d5aee6a4f58b,nhóm mình 13 người lớn 4 trẻ em đi Tà Xùa thì phụ thu sao
743,trend_user_742,nhóm mình 14 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao,search_price,bd984e0328cc72ea1c41378100c2a017,nhóm mình 14 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao
745,trend_user_744,nhóm mình 2 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao,search_travel,092b16a4d1ba85da5fa65ada6ef997c7,nhóm mình 2 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao
749,trend_user_748,nhóm mình 5 người lớn 2 trẻ em đi Phú Quý thì phụ thu sao,search_price,d2fd61c734af2bc56358eba99db9a36e,nhóm mình 5 người lớn 2 trẻ em đi Phú Quý thì phụ thu sao
761,trend_user_760,cho mình xin báo giá glamping ở Tà Xùa cho 13 người,ask_tour_info,448c56db1451d1037678a676ee63743a,cho mình xin báo giá glamping ở Tà Xùa cho 13 người
766,trend_user_765,cho mình xin báo giá glamping ở Tà Xùa cho 14 người,search_activity,d4da5278a51f2ad9046214e47355f38e,cho mình xin báo giá glamping ở Tà Xùa cho 14 người
770,trend_user_769,cho mình xin báo giá glamping ở Phú Quý cho 12 người,search_activity,95fa53402c9ff8d755482caaa10ec66d,cho mình xin báo giá glamping ở Phú Quý cho 12 người
771,trend_user_770,cho mình xin báo giá glamping ở Tà Năng cho 5 người,search_travel,24d1d13dece7c0319da80ac87d50b358,cho mình xin báo giá glamping ở Tà Năng cho 5 người
776,trend_user_775,nhóm mình 14 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao,ask_tour_info,faaa2bb8293987538e6a65cb3c6dd553,nhóm mình 14 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao
783,trend_user_782,có tour chữa lành nào đi Hà Giang khoảng 2 ngày không,search_activity,da42b2db9219bb0e0604d1bf9d32430a,có tour chữa lành nào đi Hà Giang khoảng 2 ngày không
790,trend_user_789,cho mình xin báo giá glamping ở Trị An cho 12 người,search_activity,331ff958a3ac8b739ecb72b34c64fadb,cho mình xin báo giá glamping ở Trị An cho 12 người
801,trend_user_800,nhóm mình 10 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao,search_price,a1ee2342bf46d6653e82786df66b5233,nhóm mình 10 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao
816,trend_user_815,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 5 người,search_travel,b4128c56dfd1e2c76f1ade6ea8b23971,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 5 người
818,trend_user_817,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 4 người,search_travel,33d0955ed486bc24488bdca3575bad18,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 4 người
819,trend_user_818,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 11 người,search_travel,5600fb95469c8d8093ee97941110f733,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 11 người
821,trend_user_820,nhóm mình 14 người lớn 4 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,f539d336f6c04733f409b1b7c8a58c3c,nhóm mình 14 người lớn 4 trẻ em đi Tà Xùa thì phụ thu sao
842,trend_user_841,nhóm mình 6 người lớn 3 trẻ em đi Trị An thì phụ thu sao,search_travel,d82a5f0ad4f5c2ec2f95580ac71782ba,nhóm mình 6 người lớn 3 trẻ em đi Trị An thì phụ thu sao
844,trend_user_843,nhóm mình 3 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao,search_price,6c66fec45666cb647cb6f7fb8c19732c,nhóm mình 3 người lớn 3 trẻ em đi Hà Giang thì phụ thu sao
851,trend_user_850,nhóm mình 7 người lớn 1 trẻ em đi Phú Quý thì phụ thu sao,search_price,155e7bcbe7924251d2deac6ac111cf95,nhóm mình 7 người lớn 1 trẻ em đi Phú Quý thì phụ thu sao
856,trend_user_855,chi phí đi trekking băng rừng ở Trị An cho nhóm 14 người,search_travel,159f85ef305bdcda56aed7b78dc903ee,chi phí đi trekking băng rừng ở Trị An cho nhóm 14 người
858,trend_user_857,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 15 người,ask_tour_info,85e9cdca3a4da6587c8752b6817694f5,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 15 người
864,trend_user_863,người lớn tuổi ngồi xe lăn có đi tour Hà Giang 3 ngày được không,search_price,a4233ce3f295a36c13c6c2e63762cb0e,người lớn tuổi ngồi xe lăn có đi tour Hà Giang 3 ngày được không
868,trend_user_867,nhóm mình 9 người lớn 1 trẻ em đi Măng Đen thì phụ thu sao,ask_tour_info,ec6ae6cadde72b65d1d9af2552de5823,nhóm mình 9 người lớn 1 trẻ em đi Măng Đen thì phụ thu sao
883,trend_user_882,chi phí đi trekking băng rừng ở Trị An cho nhóm 13 người,search_activity,11ef9ff4719a55830a2e95d6a004650a,chi phí đi trekking băng rừng ở Trị An cho nhóm 13 người
893,trend_user_892,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 10 người,ask_tour_info,7e31116b512c625f282a16afa784274a,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 10 người
901,trend_user_900,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 13 người,search_price,463525380c0c78ec8409b06ff1aa8133,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 13 người
911,trend_user_910,nhóm mình 15 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao,search_travel,f76e7198f87ccff4231b5624f0326974,nhóm mình 15 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao
924,trend_user_923,nhóm mình 6 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao,search_activity,d215ce0a1875b2e3e08726467d8b50c8,nhóm mình 6 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao
939,trend_user_938,nhóm mình 7 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao,search_price,48b15360bdfa116300d4e573587ca14e,nhóm mình 7 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao
947,trend_user_946,nhóm mình 10 người lớn 3 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,82c960f077be49b887d29e12c0d5e440,nhóm mình 10 người lớn 3 trẻ em đi Tà Xùa thì phụ thu sao
962,trend_user_961,có tour chữa lành nào đi Phú Quý khoảng 4 ngày không,search_activity,25d580a2c4cf149a7da66989bb275c8c,có tour chữa lành nào đi Phú Quý khoảng 4 ngày không
967,trend_user_966,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 10 người,search_activity,b873c92611de501eca2c81581d397200,chi phí đi trekking băng rừng ở Tà Năng cho nhóm 10 người
980,trend_user_979,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 6 người,ask_tour_info,4974f044a23ed8cf49bc10adb6fb9c2f,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 6 người
982,trend_user_981,nhóm mình 11 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,f47e9e87bf936721e671986fa6c39c98,nhóm mình 11 người lớn 1 trẻ em đi Tà Xùa thì phụ thu sao
988,trend_user_987,cho mình xin báo giá glamping ở Phú Quý cho 8 người,search_price,1b81035c9fb4777de8e4ff27b9aed9dd,cho mình xin báo giá glamping ở Phú Quý cho 8 người
1007,trend_user_1006,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 3 người,search_travel,8da8ed41021b02ec91dfe1beaee2a00b,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 3 người
1015,trend_user_1014,nhóm mình 9 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao,ask_tour_info,0a10529047aa8103ff080a19e305c6b5,nhóm mình 9 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao
1020,trend_user_1019,nhóm mình 15 người lớn 2 trẻ em đi Phú Quý thì phụ thu sao,search_activity,336217cffacbe3a0afda490c4ce5afab,nhóm mình 15 người lớn 2 trẻ em đi Phú Quý thì phụ thu sao
1027,trend_user_1026,cho mình xin báo giá glamping ở Phú Quý cho 9 người,search_activity,70fddb2e79f61f7e7725f1d582337718,cho mình xin báo giá glamping ở Phú Quý cho 9 người
1049,trend_user_1048,cho mình xin báo giá glamping ở Tà Xùa cho 15 người,ask_tour_info,660c02b7a46e928a764f951721f78519,cho mình xin báo giá glamping ở Tà Xùa cho 15 người
1057,trend_user_1056,người lớn tuổi ngồi xe lăn có đi tour Phú Quý 4 ngày được không,ask_tour_info,47970eb26b0b30b46ca50b486cf8a0ba,người lớn tuổi ngồi xe lăn có đi tour Phú Quý 4 ngày được không
1060,trend_user_1059,nhóm mình 3 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao,search_price,5dedf26d40cceba3560f7611710e3aa0,nhóm mình 3 người lớn 4 trẻ em đi Phú Quý thì phụ thu sao
1062,trend_user_1061,nhóm mình 9 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao,search_price,7ee7cc8740238560f0c76a8b2f37277e,nhóm mình 9 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao
1072,trend_user_1071,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 12 người,search_price,e010287a37a7ec100e10fa108aeb3732,chi phí đi trekking băng rừng ở Măng Đen cho nhóm 12 người
1073,trend_user_1072,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 12 người,search_activity,02234c22faecca47bb0fb36f1ec9e119,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 12 người
1103,trend_user_1102,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 11 người,search_activity,620f039b8f44e6c85f8ebc52119cf098,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 11 người
1110,trend_user_1109,nhóm mình 7 người lớn 2 trẻ em đi Phú Quý thì phụ thu sao,ask_tour_info,ef6d5b50ddf12242d3177413fb4121a1,nhóm mình 7 người lớn 2 trẻ em đi Phú Quý thì phụ thu sao
1115,trend_user_1114,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 15 người,ask_tour_info,444958e127b83df2f698859c3ffce96e,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 15 người
1121,trend_user_1120,cho mình xin báo giá glamping ở Hà Giang cho 13 người,search_price,a4061d788fe8320b132fcce993e8d7ca,cho mình xin báo giá glamping ở Hà Giang cho 13 người
1137,trend_user_1136,cho mình xin báo giá glamping ở Tà Xùa cho 10 người,search_activity,d76727718d29b878c3dc202775249a92,cho mình xin báo giá glamping ở Tà Xùa cho 10 người
1138,trend_user_1137,cho mình xin báo giá glamping ở Tà Năng cho 4 người,ask_tour_info,7f460d1b497c525e7e9dd4ca54284aa1,cho mình xin báo giá glamping ở Tà Năng cho 4 người
1147,trend_user_1146,cho mình xin báo giá glamping ở Hà Giang cho 15 người,search_activity,f5c2d3d7bd7011d409589f52d4207372,cho mình xin báo giá glamping ở Hà Giang cho 15 người
1155,trend_user_1154,nhóm mình 15 người lớn 3 trẻ em đi Tà Xùa thì phụ thu sao,search_price,6d5e037afbd2f8354d913317ff9f4f77,nhóm mình 15 người lớn 3 trẻ em đi Tà Xùa thì phụ thu sao
1157,trend_user_1156,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 3 người,ask_tour_info,987cd0ceb7089ddb412fbc848bd60e45,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 3 người
1158,trend_user_1157,nhóm mình 9 người lớn 4 trẻ em đi Tà Năng thì phụ thu sao,search_price,5ef3aed674f3499f3509a7f63546d7b8,nhóm mình 9 người lớn 4 trẻ em đi Tà Năng thì phụ thu sao
1165,trend_user_1164,cho mình xin báo giá glamping ở Phú Quý cho 2 người,search_price,e28c9b48e6c8b777124120020f948fda,cho mình xin báo giá glamping ở Phú Quý cho 2 người
1172,trend_user_1171,nhóm mình 14 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao,ask_tour_info,37a686071e3cbcd9e9e355503cf91e10,nhóm mình 14 người lớn 1 trẻ em đi Tà Năng thì phụ thu sao
1173,trend_user_1172,nhóm mình 11 người lớn 2 trẻ em đi Phú Quý thì phụ thu sao,ask_tour_info,dddd0a047223be03d2b14b17f2b0866c,nhóm mình 11 người lớn 2 trẻ em đi Phú Quý thì phụ thu sao
1177,trend_user_1176,nhóm mình 12 người lớn 1 trẻ em đi Măng Đen thì phụ thu sao,search_price,d81673b23c015484f32844a5017ffca6,nhóm mình 12 người lớn 1 trẻ em đi Măng Đen thì phụ thu sao
1182,trend_user_1181,nhóm mình 4 người lớn 3 trẻ em đi Trị An thì phụ thu sao,search_travel,3291e1d1180a31225cab67e17cdbd107,nhóm mình 4 người lớn 3 trẻ em đi Trị An thì phụ thu sao
1196,trend_user_1195,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 4 người,search_activity,6bd3c7d56e31c4f53ffaf91dc878340d,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 4 người
1201,trend_user_1200,cho mình xin báo giá glamping ở Tà Năng cho 6 người,ask_tour_info,838d295ec04d5fc6f9747bfab174e864,cho mình xin báo giá glamping ở Tà Năng cho 6 người
1213,trend_user_1212,nhóm mình 4 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao,search_activity,185136373112c1a787711ae4ba949694,nhóm mình 4 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao
1220,trend_user_1219,nhóm mình 13 người lớn 2 trẻ em đi Tà Năng thì phụ thu sao,ask_tour_info,b6960ab1d07cdbbcb8fd17ca92ed9a8b,nhóm mình 13 người lớn 2 trẻ em đi Tà Năng thì phụ thu sao
1221,trend_user_1220,nhóm mình 15 người lớn 1 trẻ em đi Hà Giang thì phụ thu sao,search_travel,89a8b9b22a3b7868fd804a38b06f4599,nhóm mình 15 người lớn 1 trẻ em đi Hà Giang thì phụ thu sao
1225,trend_user_1224,nhóm mình 6 người lớn 3 trẻ em đi Măng Đen thì phụ thu sao,search_price,53908f6d158d3c1774e2639f480ae274,nhóm mình 6 người lớn 3 trẻ em đi Măng Đen thì phụ thu sao
1227,trend_user_1226,cho mình xin báo giá glamping ở Tà Xùa cho 12 người,search_activity,2cc8dff57e3fbf72bdf6416fae7fdb26,cho mình xin báo giá glamping ở Tà Xùa cho 12 người
1229,trend_user_1228,nhóm mình 14 người lớn 2 trẻ em đi Tà Năng thì phụ thu sao,ask_tour_info,82af5f2c3eec8ff2cfdf1c4ed03e9ec7,nhóm mình 14 người lớn 2 trẻ em đi Tà Năng thì phụ thu sao
1240,trend_user_1239,nhóm mình 14 người lớn 4 trẻ em đi Tà Năng thì phụ thu sao,ask_tour_info,91e40c2aa5eafc6e0ba512ee74ced19f,nhóm mình 14 người lớn 4 trẻ em đi Tà Năng thì phụ thu sao
1243,trend_user_1242,nhóm mình 3 người lớn 3 trẻ em đi Trị An thì phụ thu sao,ask_tour_info,7c113124c4692d3492f22103a2c52ad6,nhóm mình 3 người lớn 3 trẻ em đi Trị An thì phụ thu sao
1245,trend_user_1244,nhóm mình 8 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao,search_price,e51d8deb31b8b555b627ff905b2a9040,nhóm mình 8 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao
1246,trend_user_1245,nhóm mình 7 người lớn 3 trẻ em đi Trị An thì phụ thu sao,search_price,7276b3fabc660ec5637e1032811d5fa3,nhóm mình 7 người lớn 3 trẻ em đi Trị An thì phụ thu sao
1250,trend_user_1249,nhóm mình 8 người lớn 1 trẻ em đi Phú Quý thì phụ thu sao,search_price,274f4c7b161e548ccafbf13af41fafc6,nhóm mình 8 người lớn 1 trẻ em đi Phú Quý thì phụ thu sao
1259,trend_user_1258,cho mình xin báo giá glamping ở Măng Đen cho 2 người,search_price,7f9efaee5159d69363a90aacbf8f4c60,cho mình xin báo giá glamping ở Măng Đen cho 2 người
1260,trend_user_1259,nhóm mình 3 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao,search_travel,ae7f148a1f45a499c7135fb5da6ab29e,nhóm mình 3 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao
1265,trend_user_1264,nhóm mình 2 người lớn 1 trẻ em đi Phú Quý thì phụ thu sao,search_activity,033ec3a29ce5d7b4ac1590d34c215236,nhóm mình 2 người lớn 1 trẻ em đi Phú Quý thì phụ thu sao
1274,trend_user_1273,nhóm mình 13 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao,ask_tour_info,a1e10cdd71bd9af9c213a958f995a2e3,nhóm mình 13 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao
1288,trend_user_1287,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 7 người,search_activity,d20f278b74b299e06103564dfe8c3114,chi phí đi trekking băng rừng ở Phú Quý cho nhóm 7 người
1289,trend_user_1288,nhóm mình 8 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao,ask_tour_info,71837186cdb10c9bfb826a5c97653902,nhóm mình 8 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao
1296,trend_user_1295,nhóm mình 14 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao,search_activity,bea332c8fed1d98de6a25e941db55d71,nhóm mình 14 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao
1297,trend_user_1296,cho mình xin báo giá glamping ở Tà Năng cho 3 người,search_travel,706d8d13a91541003cd6abce5c80e6a0,cho mình xin báo giá glamping ở Tà Năng cho 3 người
1298,trend_user_1297,cho mình xin báo giá glamping ở Tà Năng cho 8 người,search_price,89ff848019104b569741a0c85c43b60f,cho mình xin báo giá glamping ở Tà Năng cho 8 người
1299,trend_user_1298,nhóm mình 9 người lớn 1 trẻ em đi Trị An thì phụ thu sao,search_price,d85a1da760849ce667ca2f4f6d859184,nhóm mình 9 người lớn 1 trẻ em đi Trị An thì phụ thu sao
1314,trend_user_1313,nhóm mình 9 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao,search_activity,2b3272ddf51160790839d13573e238ba,nhóm mình 9 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao
1320,trend_user_1319,nhóm mình 2 người lớn 1 trẻ em đi Hà Giang thì phụ thu sao,search_price,43f09b81e09e4e0c66ebdee0d928ef78,nhóm mình 2 người lớn 1 trẻ em đi Hà Giang thì phụ thu sao
1332,trend_user_1331,nhóm mình 12 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao,search_price,f0a5160199b988037b261f0c4487848b,nhóm mình 12 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao
1333,trend_user_1332,nhóm mình 9 người lớn 3 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,989f836769df579f4e531ac366480a57,nhóm mình 9 người lớn 3 trẻ em đi Tà Xùa thì phụ thu sao
1335,trend_user_1334,nhóm mình 3 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao,search_price,951ba1b778234f8a31fb42f0323fdb9c,nhóm mình 3 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao
1346,trend_user_1345,nhóm mình 3 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao,search_travel,b08c5d69547433be5cad5f3cde270c79,nhóm mình 3 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao
1351,trend_user_1350,cho mình xin báo giá glamping ở Trị An cho 13 người,ask_tour_info,4b8902ffd2c89c6278717cea1d251ea6,cho mình xin báo giá glamping ở Trị An cho 13 người
1367,trend_user_1366,nhóm mình 10 người lớn 2 trẻ em đi Trị An thì phụ thu sao,search_travel,bb94ae50d6c95980ed079f84a90080b4,nhóm mình 10 người lớn 2 trẻ em đi Trị An thì phụ thu sao
1369,trend_user_1368,nhóm mình 11 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao,ask_tour_info,49486bc3b67ac87dc10ec405d3681673,nhóm mình 11 người lớn 2 trẻ em đi Tà Xùa thì phụ thu sao
1374,trend_user_1373,nhóm mình 4 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao,ask_tour_info,967ae7ead1ed186a9baa07947198d22c,nhóm mình 4 người lớn 4 trẻ em đi Măng Đen thì phụ thu sao
1419,trend_user_1418,cho mình xin báo giá glamping ở Măng Đen cho 5 người,search_activity,40f0aa83a1141157cac39b7810a6a584,cho mình xin báo giá glamping ở Măng Đen cho 5 người
1429,trend_user_1428,nhóm mình 8 người lớn 1 trẻ em đi Trị An thì phụ thu sao,search_price,fafddc8acccb94143ae7fe90da20fabc,nhóm mình 8 người lớn 1 trẻ em đi Trị An thì phụ thu sao
1434,trend_user_1433,cho mình xin báo giá glamping ở Tà Năng cho 15 người,ask_tour_info,bd98ea99749719c1cc507b4e172f2c81,cho mình xin báo giá glamping ở Tà Năng cho 15 người
1441,trend_user_1440,nhóm mình 10 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao,search_travel,87426242db0acd2c4398793c502374a3,nhóm mình 10 người lớn 4 trẻ em đi Hà Giang thì phụ thu sao
1471,trend_user_1470,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 5 người,search_travel,c0e9e9b634899cf1468165dce9cb1171,chi phí đi trekking băng rừng ở Tà Xùa cho nhóm 5 người
1483,trend_user_1482,có tour chữa lành nào đi Măng Đen khoảng 4 ngày không,ask_tour_info,2e3b12aae3fcf5f6b33b704d4723df22,có tour chữa lành nào đi Măng Đen khoảng 4 ngày không
1485,trend_user_1484,nhóm mình 11 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao,search_travel,60dcba1f44c0b3aa49bf40db801f5725,nhóm mình 11 người lớn 3 trẻ em đi Tà Năng thì phụ thu sao
1489,trend_user_1488,nhóm mình 11 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao,search_price,16701efbf6c686a149b31bc12a4ef3c5,nhóm mình 11 người lớn 3 trẻ em đi Phú Quý thì phụ thu sao
1498,trend_user_1497,nhóm mình 12 người lớn 4 trẻ em đi Tà Năng thì phụ thu sao,search_activity,f2758ef9a49b1fb6efbf908065f18395,nhóm mình 12 người lớn 4 trẻ em đi Tà Năng thì phụ thu sao
1499,trend_user_1498,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 5 người,search_activity,d47db0aa8dff571833918633aa62c0c1,chi phí đi trekking băng rừng ở Hà Giang cho nhóm 5 người
