session_id,raw_text,predicted_intent,confidence_score,destination,parsed_budget,no_results_flag,timestamp,segment_label
drift_40964_53,ok ạ,affirm,0.92,,,0,2026-05-05 17:30:54.188335,reference
drift_71622_711,mở cửa hàng lúc mấy giờ,out_of_scope,0.933,,,0,2026-05-05 17:52:31.810362,reference
drift_82723_837,có chỗ nào trekking không,search_activity,0.92,,,0,2026-05-05 18:14:09.432390,reference
drift_65861_20,phương tiện đi Đà Nẵng,ask_transportation,0.909,Đà Nẵng,,0,2026-05-05 18:35:47.054417,reference
drift_50066_352,tìm khách sạn giá rẻ Phú Quốc,search_accommodation,0.966,Phú Quốc,,0,2026-05-05 18:57:24.676445,reference
drift_60025_953,đi xe máy nhé nhé,inform,0.974,,10000000.0,0,2026-05-05 19:19:02.298472,reference
drift_98808_645,tạm biệt,goodbye,0.945,,,0,2026-05-05 19:40:39.920500,reference
drift_49681_630,muốn đi du lịch tháng 10 tư vấn với,search_destination,0.885,,,0,2026-05-05 20:02:17.542527,reference
drift_94020_666,cho mình hỏi tour Hà Nội,search_travel,0.981,Hà Nội,20000000.0,0,2026-05-05 20:23:55.164555,reference
drift_33653_576,lịch trình tour Huế,ask_tour_info,0.97,Huế,2000000.0,0,2026-05-05 20:45:32.786582,reference
drift_43153_162,tạm biệt,goodbye,0.851,,,0,2026-05-05 21:07:10.408610,reference
drift_43204_372,cho thuê xe leo núi,search_activity,0.94,,,0,2026-05-05 21:28:48.030638,reference
drift_76764_43,tháng 3 đi đâu đẹp,search_destination,0.945,,,0,2026-05-05 21:50:25.652665,reference
drift_80366_592,bạn có biết nấu ăn không,out_of_scope,0.945,,,0,2026-05-05 22:12:03.274693,reference
drift_41880_268,có,affirm,0.854,,,0,2026-05-05 22:33:40.896720,reference
drift_75700_372,tìm khách sạn giá rẻ Hội An,search_accommodation,0.872,Hội An,,0,2026-05-05 22:55:18.518748,reference
drift_32224_64,có tour nào đi Đà Lạt không shop,search_travel,0.972,Đà Lạt,5000000.0,0,2026-05-05 23:16:56.140775,reference
drift_28131_152,ok,affirm,0.94,,,0,2026-05-05 23:38:33.762803,reference
drift_94672_580,alo,greet,0.983,,,0,2026-05-06 00:00:11.384830,reference
drift_19182_292,đi xe khách nhé,inform,0.875,,8000000.0,0,2026-05-06 00:21:49.006858,reference
drift_76397_559,đi máy bay nhé,inform,0.897,,,0,2026-05-06 00:43:26.628885,reference
drift_97473_413,chính sách hủy tour nhé,ask_policy_booking,0.933,,,0,2026-05-06 01:05:04.250913,reference
drift_84820_284,cho em xin tour Đà Lạt 2000k,search_travel,0.863,Đà Lạt,8000000.0,0,2026-05-06 01:26:41.872940,reference
drift_55636_157,chi phí tour Phú Quốc nhé,search_price,0.897,Phú Quốc,20000000.0,0,2026-05-06 01:48:19.494968,reference
drift_97660_695,hey,greet,0.944,,,0,2026-05-06 02:09:57.116995,reference
drift_59415_797,tháng 4,inform,0.891,,,0,2026-05-06 02:31:34.739023,reference
drift_10091_102,muốn đi du lịch Phú Quốc 15 triệu,search_travel,0.876,Phú Quốc,2000000.0,0,2026-05-06 02:53:12.361051,reference
drift_26590_528,Hà Nội có gì đẹp,ask_location_feature,0.903,Hà Nội,,0,2026-05-06 03:14:49.983078,reference
drift_85450_393,lặn san hô ạ,inform,0.92,,,0,2026-05-06 03:36:27.605106,reference
drift_77406_94,đi Đà Lạt mùa nào đẹp nha,search_travel,0.861,Đà Lạt,,0,2026-05-06 03:58:05.227133,reference
drift_29734_556,ở Hội An có khách sạn nào tốt,search_accommodation,0.897,Hội An,3000000.0,0,2026-05-06 04:19:42.849161,reference
drift_56509_385,muốn đi du lịch Hà Giang 3000k,search_travel,0.932,Hà Giang,,0,2026-05-06 04:41:20.471188,reference
drift_24537_86,alo,greet,0.935,,,0,2026-05-06 05:02:58.093216,reference
drift_75607_683,từ Đà Nẵng đi Đà Lạt bằng xe gì,search_travel,0.897,Đà Lạt,2000000.0,0,2026-05-06 05:24:35.715243,reference
drift_84800_281,du lịch tiết kiệm,search_price,0.96,,,0,2026-05-06 05:46:13.337271,reference
drift_53295_170,bạn là ai,bot_challenge,0.856,,,0,2026-05-06 06:07:50.959298,reference
drift_16945_412,tạm biệt,goodbye,0.88,,,0,2026-05-06 06:29:28.581326,reference
drift_78066_49,ok,affirm,0.989,,,0,2026-05-06 06:51:06.203353,reference
drift_45218_304,muốn đi du lịch tháng 4,search_destination,0.964,,,0,2026-05-06 07:12:43.825381,reference
drift_48972_258,cảm ơn,goodbye,0.965,,,0,2026-05-06 07:34:21.447408,reference
drift_31728_706,có chỗ nào đạp xe không,search_activity,0.925,,,0,2026-05-06 07:55:59.069436,reference
drift_90127_961,cho thuê xe lặn san hô tư vấn với,search_activity,0.949,,,0,2026-05-06 08:17:36.691464,reference
drift_75850_879,muốn đi du lịch Hà Nội 2000k,search_travel,0.983,Hà Nội,,0,2026-05-06 08:39:14.313491,reference
drift_80422_246,chính sách hủy tour nhé,ask_policy_booking,0.892,,,0,2026-05-06 09:00:51.935519,reference
drift_65023_456,đi Sapa bằng gì ạ,ask_transportation,0.951,Sapa,,0,2026-05-06 09:22:29.557546,reference
drift_83228_879,có,affirm,0.865,,,0,2026-05-06 09:44:07.179574,reference
drift_38467_925,có,affirm,0.957,,,0,2026-05-06 10:05:44.801601,reference
drift_52945_649,đi Hà Nội mùa nào đẹp,search_travel,0.868,Hà Nội,2000000.0,0,2026-05-06 10:27:22.423629,reference
drift_41336_65,có resort nào ở Vũng Tàu không tư vấn với,search_accommodation,0.937,Vũng Tàu,8000000.0,0,2026-05-06 10:49:00.045656,reference
drift_19573_0,Hội An có gì đẹp nhé,ask_location_feature,0.901,Hội An,,0,2026-05-06 11:10:37.667684,reference
drift_30885_559,đồ ăn Hà Giang thế nào tư vấn với,search_food_dining,0.923,Hà Giang,,0,2026-05-06 11:32:15.289711,reference
drift_63668_896,cảm ơn,goodbye,0.906,,,0,2026-05-06 11:53:52.911739,reference
drift_76229_154,đi xe máy nhé,inform,0.886,,3000000.0,0,2026-05-06 12:15:30.533766,reference
drift_58441_793,ok cảm ơn,goodbye,0.89,,,0,2026-05-06 12:37:08.155794,reference
drift_63444_506,có chỗ nào chèo thuyền không,search_activity,0.989,,,0,2026-05-06 12:58:45.777822,reference
drift_54560_812,hi,greet,0.938,,,0,2026-05-06 13:20:23.399849,reference
drift_96008_900,có chỗ nào chèo thuyền không,search_activity,0.909,,,0,2026-05-06 13:42:01.021877,reference
drift_80100_576,ừ,affirm,0.931,,,0,2026-05-06 14:03:38.643904,reference
drift_77023_114,có chỗ nào lặn san hô không,search_activity,0.921,,,0,2026-05-06 14:25:16.265932,reference
drift_10693_688,tìm chỗ trekking shop,search_activity,0.944,,,0,2026-05-06 14:46:53.887959,reference
drift_35560_322,đi tàu hỏa nhé,inform,0.958,,3000000.0,0,2026-05-06 15:08:31.509987,reference
drift_50942_944,tháng 2,inform,0.896,,15000000.0,0,2026-05-06 15:30:09.132014,reference
drift_77258_754,đi Huế 4 ngày 1 đêm nên đi đâu,ask_itinerary,0.904,Huế,5000000.0,0,2026-05-06 15:51:46.754042,reference
drift_12270_254,gợi ý lịch trình Đà Lạt 2 ngày 1 đêm ạ,ask_itinerary,0.972,Đà Lạt,3000000.0,0,2026-05-06 16:13:24.376069,reference
drift_93350_707,du lịch tiết kiệm nha,search_price,0.99,,15000000.0,0,2026-05-06 16:35:01.998097,reference
drift_68266_312,nên đi đâu chơi nha,search_destination,0.985,,,0,2026-05-06 16:56:39.620124,reference
drift_23776_627,ok bạn shop,affirm,0.861,,,0,2026-05-06 17:18:17.242152,reference
drift_46727_90,ok,affirm,0.936,,,0,2026-05-06 17:39:54.864179,reference
drift_62242_614,hey,greet,0.952,,,0,2026-05-06 18:01:32.486207,reference
drift_92360_695,tầm 20 triệu,inform,0.908,,10000000.0,0,2026-05-06 18:23:10.108235,reference
drift_52143_758,cảm ơn nha,goodbye,0.928,,,0,2026-05-06 18:44:47.730262,reference
drift_32548_531,hoàn tiền thế nào,ask_policy_booking,0.87,,,0,2026-05-06 19:06:25.352290,reference
drift_58252_329,giá tour này bao nhiêu,search_price,0.968,,3000000.0,0,2026-05-06 19:28:02.974317,reference
drift_90368_375,có chỗ nào đạp xe không,search_activity,0.93,,,0,2026-05-06 19:49:40.596345,reference
drift_69436_386,thôi,deny,0.944,,,0,2026-05-06 20:11:18.218372,reference
drift_48442_435,tour giá rẻ,search_price,0.968,,3000000.0,0,2026-05-06 20:32:55.840400,reference
drift_49335_688,thông tin chi tiết tour Hà Giang,ask_tour_info,0.983,Hà Giang,8000000.0,0,2026-05-06 20:54:33.462427,reference
drift_37941_611,lặn san hô,inform,0.865,,10000000.0,0,2026-05-06 21:16:11.084455,reference
drift_87054_58,được,affirm,0.859,,,0,2026-05-06 21:37:48.706482,reference
drift_96875_920,không phải,deny,0.982,,,0,2026-05-06 21:59:26.328510,reference
drift_12601_788,tháng 4,inform,0.974,,,0,2026-05-06 22:21:03.950537,reference
drift_76558_711,muốn cắm trại ở Hội An tư vấn với,search_activity,0.852,Hội An,,0,2026-05-06 22:42:41.572565,reference
drift_25308_166,tháng 6 đi đâu đẹp ạ,search_destination,0.92,,,0,2026-05-06 23:04:19.194592,reference
drift_87759_876,tìm homestay giá rẻ Hội An,search_accommodation,0.952,Hội An,,0,2026-05-06 23:25:56.816620,reference
drift_40361_271,bye ạ,goodbye,0.863,,,0,2026-05-06 23:47:34.438648,reference
drift_31550_284,gợi ý lịch trình Đà Nẵng 5 ngày 3 đêm,ask_itinerary,0.901,Đà Nẵng,,0,2026-05-07 00:09:12.060675,reference
drift_62593_213,đồ ăn Đà Nẵng thế nào,search_food_dining,0.938,Đà Nẵng,,0,2026-05-07 00:30:49.682703,reference
drift_77800_109,hoàn tiền thế nào bot ơi,ask_policy_booking,0.875,,,0,2026-05-07 00:52:27.304730,reference
drift_16712_687,gợi ý điểm du lịch,search_destination,0.972,,,0,2026-05-07 01:14:04.926758,reference
drift_63139_913,gợi ý lịch trình Hà Giang 3 ngày 2 đêm nha,ask_itinerary,0.903,Hà Giang,8000000.0,0,2026-05-07 01:35:42.548785,reference
drift_88084_302,cho mình hỏi tour Hội An,search_travel,0.99,Hội An,8000000.0,0,2026-05-07 01:57:20.170813,reference
drift_61034_992,tìm homestay giá rẻ Hà Giang,search_accommodation,0.988,Hà Giang,,0,2026-05-07 02:18:57.792840,reference
drift_59388_65,mình cần tìm tour Hà Giang giá rẻ,search_travel,0.91,Hà Giang,8000000.0,0,2026-05-07 02:40:35.414868,reference
drift_84117_638,có quán nào ngon ở Vũng Tàu tư vấn với,search_food_dining,0.871,Vũng Tàu,,0,2026-05-07 03:02:13.036895,reference
drift_45258_194,có xe khách đi Vũng Tàu không nhé,ask_transportation,0.866,Vũng Tàu,,0,2026-05-07 03:23:50.658923,reference
drift_62470_847,đi Huế mùa nào đẹp,search_travel,0.911,Huế,2000000.0,0,2026-05-07 03:45:28.280950,reference
drift_72742_934,nên đi đâu chơi,search_destination,0.927,,,0,2026-05-07 04:07:05.902978,reference
drift_44711_276,muốn đặt tour Nha Trang,book_tour,0.906,Nha Trang,,0,2026-05-07 04:28:43.525005,reference
drift_66314_379,có xe khách đi Hà Nội không,ask_transportation,0.852,Hà Nội,,0,2026-05-07 04:50:21.147033,reference
drift_15889_870,đi xe máy nhé shop,inform,0.876,,8000000.0,0,2026-05-07 05:11:58.769061,reference
drift_56228_560,cho mình xin villa Huế,search_accommodation,0.986,Huế,20000000.0,0,2026-05-07 05:33:36.391088,reference
drift_90167_286,ăn gì ở Hội An,search_food_dining,0.856,Hội An,,0,2026-05-07 05:55:14.013116,reference
drift_68503_586,ok bạn,affirm,0.882,,,0,2026-05-07 06:16:51.635143,reference
drift_99487_992,ok bạn,affirm,0.881,,,0,2026-05-07 06:38:29.257171,reference
drift_41457_231,cho mình hỏi tour Vũng Tàu tư vấn với,search_travel,0.937,Vũng Tàu,15000000.0,0,2026-05-07 07:00:06.879198,reference
drift_84778_105,tìm homestay giá rẻ Đà Lạt,search_accommodation,0.976,Đà Lạt,10000000.0,0,2026-05-07 07:21:44.501226,reference
drift_83965_836,mình cần tìm tour Vũng Tàu giá rẻ tư vấn với,search_travel,0.931,Vũng Tàu,8000000.0,0,2026-05-07 07:43:22.123253,reference
drift_26477_469,bạn là người hay máy,bot_challenge,0.962,,,0,2026-05-07 08:04:59.745281,reference
drift_88886_130,hoàn tiền thế nào,ask_policy_booking,0.914,,,0,2026-05-07 08:26:37.367308,reference
drift_48383_479,hoàn tiền thế nào,ask_policy_booking,0.939,,,0,2026-05-07 08:48:14.989336,reference
drift_30255_102,cho thuê xe chèo thuyền,search_activity,0.96,,,0,2026-05-07 09:09:52.611363,reference
drift_15339_967,nên đi đâu chơi,search_destination,0.881,,,0,2026-05-07 09:31:30.233391,reference
drift_77998_647,có xe khách đi Hà Giang không ạ,ask_transportation,0.942,Hà Giang,,0,2026-05-07 09:53:07.855418,reference
drift_42574_335,tour giá rẻ,search_price,0.866,,,0,2026-05-07 10:14:45.477446,reference
drift_60939_252,bye,goodbye,0.884,,,0,2026-05-07 10:36:23.099474,reference
drift_48436_370,xin chào,greet,0.986,,,0,2026-05-07 10:58:00.721501,reference
drift_57484_907,xin chào,greet,0.981,,,0,2026-05-07 11:19:38.343529,reference
drift_27985_462,cho mình hỏi số điện thoại,out_of_scope,0.918,,,0,2026-05-07 11:41:15.965556,reference
drift_81970_500,alo,greet,0.953,,,0,2026-05-07 12:02:53.587584,reference
drift_59868_517,có tour nào đi Phú Quốc không ạ,search_travel,0.874,Phú Quốc,,0,2026-05-07 12:24:31.209611,reference
drift_55234_912,có tour nào đi Sapa không,search_travel,0.93,Sapa,2000000.0,0,2026-05-07 12:46:08.831639,reference
drift_74607_229,có nơi nào đẹp để đi chơi không nha,search_destination,0.956,,,0,2026-05-07 13:07:46.453666,reference
drift_57448_806,tìm tour Sapa 4 ngày 4 đêm,search_travel,0.86,Sapa,20000000.0,0,2026-05-07 13:29:24.075694,reference
drift_41006_50,tour này có hdv không,ask_tour_info,0.948,,15000000.0,0,2026-05-07 13:51:01.697721,reference
drift_66938_244,ở Huế có nhà nghỉ nào tốt,search_accommodation,0.947,Huế,8000000.0,0,2026-05-07 14:12:39.319749,reference
drift_74856_693,đi Sapa 3 ngày 3 đêm nên đi đâu,ask_itinerary,0.989,Sapa,10000000.0,0,2026-05-07 14:34:16.941776,reference
drift_51801_953,tìm chỗ trekking shop,search_activity,0.968,,,0,2026-05-07 14:55:54.563804,reference
drift_24580_223,có villa nào ở Đà Nẵng không gấp ạ,search_accommodation,0.985,Đà Nẵng,,0,2026-05-07 15:17:32.185832,reference
drift_49193_819,có,affirm,0.969,,,0,2026-05-07 15:39:09.807859,reference
drift_15044_439,cho mình xin khách sạn Hội An,search_accommodation,0.863,Hội An,20000000.0,0,2026-05-07 16:00:47.429887,reference
drift_72463_180,đồ ăn Hội An thế nào shop,search_food_dining,0.988,Hội An,,0,2026-05-07 16:22:25.051914,reference
drift_86696_412,ừ,affirm,0.9,,,0,2026-05-07 16:44:02.673942,reference
drift_92602_703,đi xe máy nhé,inform,0.867,,20000000.0,0,2026-05-07 17:05:40.295969,reference
drift_90605_758,cho mình xin resort Đà Nẵng,search_accommodation,0.924,Đà Nẵng,,0,2026-05-07 17:27:17.917997,reference
drift_81064_85,xin chào,greet,0.88,,,0,2026-05-07 17:48:55.540024,reference
drift_42239_900,ok bạn,affirm,0.924,,,0,2026-05-07 18:10:33.162052,reference
drift_93924_89,đặt tour Sapa,book_tour,0.854,Sapa,,0,2026-05-07 18:32:10.784079,reference
drift_64262_540,đi Sapa 3 ngày 2 đêm nên đi đâu nhé,ask_itinerary,0.895,Sapa,2000000.0,0,2026-05-07 18:53:48.406107,reference
drift_78563_628,cho mình hỏi số điện thoại,out_of_scope,0.88,,,0,2026-05-07 19:15:26.028134,reference
drift_71362_230,có xe khách đi Phú Quốc không,ask_transportation,0.896,Phú Quốc,,0,2026-05-07 19:37:03.650162,reference
drift_33160_422,tầm 20 triệu,inform,0.943,,2000000.0,0,2026-05-07 19:58:41.272189,reference
drift_10958_726,có tour nào đi Phú Quốc không nha,search_travel,0.965,Phú Quốc,2000000.0,0,2026-05-07 20:20:18.894217,reference
drift_53368_838,Nha Trang tư vấn với,inform,0.972,Nha Trang,5000000.0,0,2026-05-07 20:41:56.516245,reference
drift_24813_175,có tour nào đi Đà Nẵng không,search_travel,0.88,Đà Nẵng,2000000.0,0,2026-05-07 21:03:34.138272,reference
drift_74460_427,tạm biệt shop,goodbye,0.982,,,0,2026-05-07 21:25:11.760300,reference
drift_16883_14,khoảng 3 ngày 2 đêm,inform,0.868,,,0,2026-05-07 21:46:49.382327,reference
drift_33556_315,có tour nào đi Vũng Tàu không,search_travel,0.855,Vũng Tàu,,0,2026-05-07 22:08:27.004355,reference
drift_37885_404,đi Vũng Tàu bằng gì,ask_transportation,0.902,Vũng Tàu,,0,2026-05-07 22:30:04.626382,reference
drift_83813_49,muốn cắm trại ở Đà Lạt gấp ạ,search_activity,0.928,Đà Lạt,,0,2026-05-07 22:51:42.248410,reference
drift_11856_991,muốn đi du lịch Hội An 5000k,search_travel,0.857,Hội An,20000000.0,0,2026-05-07 23:13:19.870437,reference
drift_35578_661,muốn đi du lịch Đà Nẵng 10000k,search_travel,0.943,Đà Nẵng,5000000.0,0,2026-05-07 23:34:57.492465,reference
drift_82992_891,thôi ạ,deny,0.866,,,0,2026-05-07 23:56:35.114492,reference
drift_85647_728,Hà Nội có gì đẹp,ask_location_feature,0.96,Hà Nội,,0,2026-05-08 00:18:12.736520,reference
drift_83892_203,tìm resort giá rẻ Phú Quốc,search_accommodation,0.921,Phú Quốc,,0,2026-05-08 00:39:50.358547,reference
drift_37554_475,cảm ơn,goodbye,0.895,,,0,2026-05-08 01:01:27.980575,reference
drift_82855_227,ừ,affirm,0.967,,,0,2026-05-08 01:23:05.602602,reference
drift_41985_492,chào bạn,greet,0.912,,,0,2026-05-08 01:44:43.224630,reference
drift_80946_88,ở Vũng Tàu có villa nào tốt,search_accommodation,0.869,Vũng Tàu,2000000.0,0,2026-05-08 02:06:20.846658,reference
drift_51362_572,Vũng Tàu,inform,0.951,Vũng Tàu,5000000.0,0,2026-05-08 02:27:58.468685,reference
drift_10031_128,có resort nào ở Hà Nội không,search_accommodation,0.872,Hà Nội,,0,2026-05-08 02:49:36.090713,reference
drift_54303_77,muốn dù lượn ở Hà Nội,search_activity,0.892,Hà Nội,,0,2026-05-08 03:11:13.712740,reference
drift_82887_879,gợi ý điểm du lịch bot ơi,search_destination,0.914,,,0,2026-05-08 03:32:51.334768,reference
drift_95099_204,đi Vũng Tàu mùa nào đẹp,search_travel,0.97,Vũng Tàu,15000000.0,0,2026-05-08 03:54:28.956795,reference
drift_75151_91,có được hoàn không,ask_policy_booking,0.964,,,0,2026-05-08 04:16:06.578823,reference
drift_65883_480,có chỗ nào lặn san hô không gấp ạ,search_activity,0.976,,,0,2026-05-08 04:37:44.200850,reference
drift_83503_227,có,affirm,0.967,,,0,2026-05-08 04:59:21.822878,reference
drift_18346_170,không có,deny,0.859,,,0,2026-05-08 05:20:59.444905,reference
drift_32794_308,Hà Giang có đặc sản gì,search_food_dining,0.926,Hà Giang,,0,2026-05-08 05:42:37.066933,reference
drift_10384_120,khoảng 3 ngày 3 đêm,inform,0.913,,,0,2026-05-08 06:04:14.688960,reference
drift_54498_947,hi,greet,0.912,,,0,2026-05-08 06:25:52.310988,reference
drift_54344_546,có nơi nào đẹp để đi chơi không ạ,search_destination,0.855,,,0,2026-05-08 06:47:29.933015,reference
drift_53482_144,đi Phú Quốc mùa nào đẹp,search_travel,0.969,Phú Quốc,,0,2026-05-08 07:09:07.555043,reference
drift_25784_6,phương tiện đi Huế,ask_transportation,0.989,Huế,,0,2026-05-08 07:30:45.177071,reference
drift_51440_491,đi Hà Nội chi phí thế nào,search_travel,0.944,Hà Nội,15000000.0,0,2026-05-08 07:52:22.799098,reference
drift_41356_259,ok bạn,affirm,0.873,,,0,2026-05-08 08:14:00.421126,reference
drift_27108_325,ok,affirm,0.89,,,0,2026-05-08 08:35:38.043153,reference
drift_89591_510,tạm biệt,goodbye,0.978,,,0,2026-05-08 08:57:15.665181,reference
drift_64320_586,đi Nha Trang chi phí thế nào,search_travel,0.896,Nha Trang,10000000.0,0,2026-05-08 09:18:53.287208,reference
drift_10460_37,ok bạn,affirm,0.911,,,0,2026-05-08 09:40:30.909236,reference
drift_48102_93,có chỗ nào cắm trại không,search_activity,0.903,,,0,2026-05-08 10:02:08.531263,reference
drift_35107_771,muốn đặt tour Đà Nẵng nha,book_tour,0.959,Đà Nẵng,,0,2026-05-08 10:23:46.153291,reference
drift_57636_169,cảm ơn,goodbye,0.941,,,0,2026-05-08 10:45:23.775318,reference
drift_34393_442,ở Đà Lạt có khách sạn nào tốt,search_accommodation,0.943,Đà Lạt,3000000.0,0,2026-05-08 11:07:01.397346,reference
drift_87375_825,đặt tour Vũng Tàu tư vấn với,book_tour,0.973,Vũng Tàu,,0,2026-05-08 11:28:39.019373,reference
drift_63356_278,ở Đà Nẵng có villa nào tốt,search_accommodation,0.912,Đà Nẵng,10000000.0,0,2026-05-08 11:50:16.641401,reference
drift_86533_430,chi phí tour Huế,search_price,0.945,Huế,,0,2026-05-08 12:11:54.263429,reference
drift_14605_170,ok bạn tư vấn với,affirm,0.871,,,0,2026-05-08 12:33:31.885456,reference
drift_75685_758,được nha,affirm,0.891,,,0,2026-05-08 12:55:09.507484,reference
drift_96959_246,có xe khách đi Sapa không,ask_transportation,0.918,Sapa,,0,2026-05-08 13:16:47.129511,reference
drift_85438_972,cho mình xin khách sạn Hà Nội,search_accommodation,0.893,Hà Nội,,0,2026-05-08 13:38:24.751539,reference
drift_24783_604,muốn chèo thuyền ở Hà Giang tư vấn với,search_activity,0.891,Hà Giang,,0,2026-05-08 14:00:02.373566,reference
drift_34674_340,đi Hà Nội 4 ngày 3 đêm nên đi đâu shop,ask_itinerary,0.902,Hà Nội,,0,2026-05-08 14:21:39.995594,reference
drift_37914_45,từ Sài Gòn đi Hà Nội bằng xe gì,search_travel,0.979,Hà Nội,3000000.0,0,2026-05-08 14:43:17.617621,reference
drift_20918_753,đăng ký tour Đà Nẵng gấp ạ,book_tour,0.862,Đà Nẵng,,0,2026-05-08 15:04:55.239649,reference
drift_54312_256,ăn gì ở Vũng Tàu,search_food_dining,0.972,Vũng Tàu,,0,2026-05-08 15:26:32.861676,reference
drift_65104_895,tháng 6 gấp ạ,inform,0.941,,10000000.0,0,2026-05-08 15:48:10.483704,reference
drift_91814_327,lịch trình tour Hà Nội shop,ask_tour_info,0.949,Hà Nội,2000000.0,0,2026-05-08 16:09:48.105731,reference
drift_72083_870,muốn đi du lịch tháng 3,search_destination,0.876,,,0,2026-05-08 16:31:25.727759,reference
drift_96125_101,tầm 8000k,inform,0.963,,10000000.0,0,2026-05-08 16:53:03.349786,reference
drift_52923_612,tìm tour Hà Nội 4 ngày 3 đêm,search_travel,0.938,Hà Nội,,0,2026-05-08 17:14:40.971814,reference
drift_92101_602,đặt tour Vũng Tàu ạ,book_tour,0.885,Vũng Tàu,,0,2026-05-08 17:36:18.593842,reference
drift_28398_513,cảm ơn,goodbye,0.882,,,0,2026-05-08 17:57:56.215869,reference
drift_17874_617,từ Hà Nội đi Hà Nội bằng xe gì,search_travel,0.943,Hà Nội,20000000.0,0,2026-05-08 18:19:33.837897,reference
drift_25538_865,muốn trekking ở Vũng Tàu,search_activity,0.916,Vũng Tàu,,0,2026-05-08 18:41:11.459924,reference
drift_69891_728,đi trekking ở đâu,search_activity,0.99,,,0,2026-05-08 19:02:49.081952,reference
drift_37085_710,khoảng 4 ngày 3 đêm ạ,inform,0.87,,20000000.0,0,2026-05-08 19:24:26.703979,reference
drift_39638_378,Huế có đặc sản gì bot ơi,search_food_dining,0.988,Huế,,0,2026-05-08 19:46:04.326007,reference
drift_60621_66,đi Đà Lạt bằng gì,ask_transportation,0.901,Đà Lạt,,0,2026-05-08 20:07:41.948034,reference
drift_83440_511,tầm 15000k,inform,0.861,,3000000.0,0,2026-05-08 20:29:19.570062,reference
drift_93915_933,nên đi đâu chơi,search_destination,0.858,,,0,2026-05-08 20:50:57.192089,reference
drift_80203_192,Đà Lạt có gì đẹp,ask_location_feature,0.851,Đà Lạt,,0,2026-05-08 21:12:34.814117,reference
drift_53611_155,tìm tour Hà Nội 2 ngày 1 đêm,search_travel,0.935,Hà Nội,,0,2026-05-08 21:34:12.436144,reference
drift_59201_550,Huế có đặc sản gì,search_food_dining,0.947,Huế,,0,2026-05-08 21:55:50.058172,reference
drift_55619_233,muốn chèo thuyền ở Sapa,search_activity,0.886,Sapa,,0,2026-05-08 22:17:27.680199,reference
drift_69150_240,đi lặn san hô ở đâu,search_activity,0.955,,,0,2026-05-08 22:39:05.302227,reference
drift_79895_349,gợi ý điểm du lịch,search_destination,0.959,,,0,2026-05-08 23:00:42.924255,reference
drift_57783_943,tìm homestay giá rẻ Huế,search_accommodation,0.93,Huế,,0,2026-05-08 23:22:20.546282,reference
drift_37292_336,đi tàu hỏa nhé,inform,0.921,,5000000.0,0,2026-05-08 23:43:58.168310,reference
drift_29269_881,trekking,inform,0.925,,2000000.0,0,2026-05-09 00:05:35.790337,reference
drift_98164_433,giải bài tập này giúp tôi,out_of_scope,0.899,,,0,2026-05-09 00:27:13.412365,reference
drift_14193_984,tour này có hdv không,ask_tour_info,0.983,,,0,2026-05-09 00:48:51.034392,reference
drift_31086_604,có chỗ nào trekking không,search_activity,0.944,,,0,2026-05-09 01:10:28.656420,reference
drift_63674_549,muốn trekking ở Hà Giang,search_activity,0.887,Hà Giang,,0,2026-05-09 01:32:06.278447,reference
drift_25462_626,cho thuê xe chèo thuyền ạ,search_activity,0.98,,,0,2026-05-09 01:53:43.900475,reference
drift_64669_234,ok cảm ơn nha,goodbye,0.882,,,0,2026-05-09 02:15:21.522502,reference
drift_11662_56,tháng 4 đi đâu đẹp,search_destination,0.972,,,0,2026-05-09 02:36:59.144530,reference
drift_93219_108,cảm ơn ạ,goodbye,0.941,,,0,2026-05-09 02:58:36.766557,reference
drift_81203_599,đồ ăn Hà Giang thế nào,search_food_dining,0.887,Hà Giang,,0,2026-05-09 03:20:14.388585,reference
drift_70844_698,muốn đặt tour Đà Lạt,book_tour,0.957,Đà Lạt,,0,2026-05-09 03:41:52.010612,reference
drift_50794_646,đi Đà Nẵng chi phí bao nhiêu,search_price,0.916,Đà Nẵng,15000000.0,0,2026-05-09 04:03:29.632640,reference
drift_97237_74,ừ ạ,affirm,0.884,,,0,2026-05-09 04:25:07.254668,reference
drift_21215_143,Phú Quốc,inform,0.948,Phú Quốc,2000000.0,0,2026-05-09 04:46:44.876695,reference
drift_34735_981,tháng 8,inform,0.873,,,0,2026-05-09 05:08:22.498723,reference
drift_25896_480,thôi,deny,0.944,,,0,2026-05-09 05:30:00.120750,reference
drift_84625_253,cho mình xin nhà nghỉ Sapa,search_accommodation,0.912,Sapa,2000000.0,0,2026-05-09 05:51:37.742778,reference
drift_67729_145,muốn đi du lịch Nha Trang 15 triệu nhé,search_travel,0.904,Nha Trang,3000000.0,0,2026-05-09 06:13:15.364805,reference
drift_19769_951,phương tiện đi Vũng Tàu,ask_transportation,0.893,Vũng Tàu,,0,2026-05-09 06:34:52.986833,reference
drift_58622_918,mở cửa hàng lúc mấy giờ,out_of_scope,0.935,,,0,2026-05-09 06:56:30.608860,reference
drift_85268_143,đồ ăn Phú Quốc thế nào bot ơi,search_food_dining,0.978,Phú Quốc,,0,2026-05-09 07:18:08.230888,reference
drift_39743_695,nên đi đâu chơi,search_destination,0.892,,,0,2026-05-09 07:39:45.852915,reference
